"interaction","name","selected","shared interaction","shared name"
"interacts with","CDH1 (interacts with)  CCL5","false","interacts with","CDH1 (interacts with)  CCL5"
"interacts with","CDH1 (interacts with)  ARHGEF12","false","interacts with","CDH1 (interacts with)  ARHGEF12"
"interacts with","CDH1 (interacts with)  TANC1","false","interacts with","CDH1 (interacts with)  TANC1"
"interacts with","CDH1 (interacts with)  MAGI1","false","interacts with","CDH1 (interacts with)  MAGI1"
"interacts with","CDH1 (interacts with)  KIF5B","false","interacts with","CDH1 (interacts with)  KIF5B"
"interacts with","CDH1 (interacts with)  DAAM1","false","interacts with","CDH1 (interacts with)  DAAM1"
"interacts with","CDH1 (interacts with)  INPPL1","false","interacts with","CDH1 (interacts with)  INPPL1"
"interacts with","CDH1 (interacts with)  TENM3","false","interacts with","CDH1 (interacts with)  TENM3"
"interacts with","CDH1 (interacts with)  PPP1R37","false","interacts with","CDH1 (interacts with)  PPP1R37"
"interacts with","CDH1 (interacts with)  EXOC3","false","interacts with","CDH1 (interacts with)  EXOC3"
"interacts with","CDH1 (interacts with)  ELP4","false","interacts with","CDH1 (interacts with)  ELP4"
"interacts with","CDH1 (interacts with)  CANT1","false","interacts with","CDH1 (interacts with)  CANT1"
"interacts with","CDH1 (interacts with)  Q8TD55","false","interacts with","CDH1 (interacts with)  Q8TD55"
"interacts with","CDH1 (interacts with)  FAM110A","false","interacts with","CDH1 (interacts with)  FAM110A"
"interacts with","CDH1 (interacts with)  NUP214","false","interacts with","CDH1 (interacts with)  NUP214"
"interacts with","CDH1 (interacts with)  CAPG","false","interacts with","CDH1 (interacts with)  CAPG"
"interacts with","CDH1 (interacts with)  CHAF1B","false","interacts with","CDH1 (interacts with)  CHAF1B"
"interacts with","CDH1 (interacts with)  SNAP23","false","interacts with","CDH1 (interacts with)  SNAP23"
"interacts with","CDH1 (interacts with)  GOLGA2","false","interacts with","CDH1 (interacts with)  GOLGA2"
"interacts with","CDH1 (interacts with)  SGCA","false","interacts with","CDH1 (interacts with)  SGCA"
"interacts with","CDH1 (interacts with)  CLMN","false","interacts with","CDH1 (interacts with)  CLMN"
"interacts with","CDH1 (interacts with)  RPL36AL","false","interacts with","CDH1 (interacts with)  RPL36AL"
"interacts with","CDH1 (interacts with)  Q6ZN28","false","interacts with","CDH1 (interacts with)  Q6ZN28"
"interacts with","CDH1 (interacts with)  DSC3","false","interacts with","CDH1 (interacts with)  DSC3"
"interacts with","CDH1 (interacts with)  SPTBN2","false","interacts with","CDH1 (interacts with)  SPTBN2"
"interacts with","CDH1 (interacts with)  Q96H12","false","interacts with","CDH1 (interacts with)  Q96H12"
"interacts with","CDH1 (interacts with)  LRRC59","false","interacts with","CDH1 (interacts with)  LRRC59"
"interacts with","CDH1 (interacts with)  DHX29","false","interacts with","CDH1 (interacts with)  DHX29"
"interacts with","CDH1 (interacts with)  PRDX6","false","interacts with","CDH1 (interacts with)  PRDX6"
"interacts with","CDH1 (interacts with)  PCDHGC3","false","interacts with","CDH1 (interacts with)  PCDHGC3"
"interacts with","CDH1 (interacts with)  OLA1","false","interacts with","CDH1 (interacts with)  OLA1"
"interacts with","CDH1 (interacts with)  FGFR1","false","interacts with","CDH1 (interacts with)  FGFR1"
"interacts with","CDH1 (interacts with)  SRCIN1","false","interacts with","CDH1 (interacts with)  SRCIN1"
"interacts with","CDH1 (interacts with)  CAPS","false","interacts with","CDH1 (interacts with)  CAPS"
"interacts with","CDH1 (interacts with)  CTNNA1","false","interacts with","CDH1 (interacts with)  CTNNA1"
"interacts with","CDH1 (interacts with)  KRT18","false","interacts with","CDH1 (interacts with)  KRT18"
"interacts with","CDH1 (interacts with)  ADD1","false","interacts with","CDH1 (interacts with)  ADD1"
"interacts with","CDH1 (interacts with)  NANS","false","interacts with","CDH1 (interacts with)  NANS"
"interacts with","CDH1 (interacts with)  DLG5","false","interacts with","CDH1 (interacts with)  DLG5"
"interacts with","CDH1 (interacts with)  MYH9","false","interacts with","CDH1 (interacts with)  MYH9"
"interacts with","CDH1 (interacts with)  SNAP29","false","interacts with","CDH1 (interacts with)  SNAP29"
"interacts with","CDH1 (interacts with)  PLEKHA5","false","interacts with","CDH1 (interacts with)  PLEKHA5"
"interacts with","CDH1 (interacts with)  BZW2","false","interacts with","CDH1 (interacts with)  BZW2"
"interacts with","CDH1 (interacts with)  VAPA","false","interacts with","CDH1 (interacts with)  VAPA"
"interacts with","CDH1 (interacts with)  XRN1","false","interacts with","CDH1 (interacts with)  XRN1"
"interacts with","CDH1 (interacts with)  RAB10","false","interacts with","CDH1 (interacts with)  RAB10"
"interacts with","CDH1 (interacts with)  TPD52","false","interacts with","CDH1 (interacts with)  TPD52"
"interacts with","CDH1 (interacts with)  CHMP5","false","interacts with","CDH1 (interacts with)  CHMP5"
"interacts with","CDH1 (interacts with)  ERBB3","false","interacts with","CDH1 (interacts with)  ERBB3"
"interacts with","CDH1 (interacts with)  IST1","false","interacts with","CDH1 (interacts with)  IST1"
"interacts with","CDH1 (interacts with)  DIAPH3","false","interacts with","CDH1 (interacts with)  DIAPH3"
"interacts with","CDH1 (interacts with)  ARHGEF16","false","interacts with","CDH1 (interacts with)  ARHGEF16"
"interacts with","CDH1 (interacts with)  KCNN4","false","interacts with","CDH1 (interacts with)  KCNN4"
"interacts with","CDH1 (interacts with)  C1orf198","false","interacts with","CDH1 (interacts with)  C1orf198"
"interacts with","CDH1 (interacts with)  CRELD2","false","interacts with","CDH1 (interacts with)  CRELD2"
"interacts with","CDH1 (interacts with)  KIAA1671","false","interacts with","CDH1 (interacts with)  KIAA1671"
"interacts with","CDH1 (interacts with)  USP6NL","false","interacts with","CDH1 (interacts with)  USP6NL"
"interacts with","CDH1 (interacts with)  SEPTIN2","false","interacts with","CDH1 (interacts with)  SEPTIN2"
"interacts with","CDH1 (interacts with)  KIDINS220","false","interacts with","CDH1 (interacts with)  KIDINS220"
"interacts with","CDH1 (interacts with)  RARS1","false","interacts with","CDH1 (interacts with)  RARS1"
"interacts with","CDH1 (interacts with)  STK24","false","interacts with","CDH1 (interacts with)  STK24"
"interacts with","CDH1 (interacts with)  CAMTA2","false","interacts with","CDH1 (interacts with)  CAMTA2"
"interacts with","CDH1 (interacts with)  PRAM1","false","interacts with","CDH1 (interacts with)  PRAM1"
"interacts with","CDH1 (interacts with)  TAGLN2","false","interacts with","CDH1 (interacts with)  TAGLN2"
"interacts with","CDH1 (interacts with)  PDLIM7","false","interacts with","CDH1 (interacts with)  PDLIM7"
"interacts with","CDH1 (interacts with)  Q53SF7","false","interacts with","CDH1 (interacts with)  Q53SF7"
"interacts with","CDH1 (interacts with)  PLEC","false","interacts with","CDH1 (interacts with)  PLEC"
"interacts with","CDH1 (interacts with)  PAG1","false","interacts with","CDH1 (interacts with)  PAG1"
"interacts with","CDH1 (interacts with)  DDX6","false","interacts with","CDH1 (interacts with)  DDX6"
"interacts with","CDH1 (interacts with)  DST","false","interacts with","CDH1 (interacts with)  DST"
"interacts with","CDH1 (interacts with)  ARFGAP2","false","interacts with","CDH1 (interacts with)  ARFGAP2"
"interacts with","CDH1 (interacts with)  ARHGDIB","false","interacts with","CDH1 (interacts with)  ARHGDIB"
"interacts with","CDH1 (interacts with)  PEAK1","false","interacts with","CDH1 (interacts with)  PEAK1"
"interacts with","CDH1 (interacts with)  RTN4","false","interacts with","CDH1 (interacts with)  RTN4"
"interacts with","CDH1 (interacts with)  SPRR3","false","interacts with","CDH1 (interacts with)  SPRR3"
"interacts with","CDH1 (interacts with)  H1-10","false","interacts with","CDH1 (interacts with)  H1-10"
"interacts with","CDH1 (interacts with)  AOPEP","false","interacts with","CDH1 (interacts with)  AOPEP"
"interacts with","CDH1 (interacts with)  ADGRL2","false","interacts with","CDH1 (interacts with)  ADGRL2"
"interacts with","CDH1 (interacts with)  EFR3A","false","interacts with","CDH1 (interacts with)  EFR3A"
"interacts with","CDH1 (interacts with)  SLC30A1","false","interacts with","CDH1 (interacts with)  SLC30A1"
"interacts with","CDH1 (interacts with)  SFRP2","false","interacts with","CDH1 (interacts with)  SFRP2"
"interacts with","CDH1 (interacts with)  CEMIP2","false","interacts with","CDH1 (interacts with)  CEMIP2"
"interacts with","CDH1 (interacts with)  KLC2","false","interacts with","CDH1 (interacts with)  KLC2"
"interacts with","CDH1 (interacts with)  FLRT1","false","interacts with","CDH1 (interacts with)  FLRT1"
"interacts with","CDH1 (interacts with)  Q9P227","false","interacts with","CDH1 (interacts with)  Q9P227"
"interacts with","CDH1 (interacts with)  Q5T0Z8","false","interacts with","CDH1 (interacts with)  Q5T0Z8"
"interacts with","CDH1 (interacts with)  SLC16A3","false","interacts with","CDH1 (interacts with)  SLC16A3"
"interacts with","CDH1 (interacts with)  inlA","false","interacts with","CDH1 (interacts with)  inlA"
"interacts with","CDH1 (interacts with)  CCT8","false","interacts with","CDH1 (interacts with)  CCT8"
"interacts with","CDH1 (interacts with)  ANXA4","false","interacts with","CDH1 (interacts with)  ANXA4"
"interacts with","CDH1 (interacts with)  CBLL1","false","interacts with","CDH1 (interacts with)  CBLL1"
"interacts with","CDH1 (interacts with)  MYO6","false","interacts with","CDH1 (interacts with)  MYO6"
"interacts with","CDH1 (interacts with)  DBNL","false","interacts with","CDH1 (interacts with)  DBNL"
"interacts with","CDH1 (interacts with)  PKP4","false","interacts with","CDH1 (interacts with)  PKP4"
"interacts with","CDH1 (interacts with)  EEF1G","false","interacts with","CDH1 (interacts with)  EEF1G"
"interacts with","CDH1 (interacts with)  ADD3","false","interacts with","CDH1 (interacts with)  ADD3"
"interacts with","CDH1 (interacts with)  CORO1B","false","interacts with","CDH1 (interacts with)  CORO1B"
"interacts with","CDH1 (interacts with)  MMTAG2","false","interacts with","CDH1 (interacts with)  MMTAG2"
"interacts with","CDH1 (interacts with)  RDX","false","interacts with","CDH1 (interacts with)  RDX"
"interacts with","CDH1 (interacts with)  ABLIM3","false","interacts with","CDH1 (interacts with)  ABLIM3"
"interacts with","CDH1 (interacts with)  ALDOA","false","interacts with","CDH1 (interacts with)  ALDOA"
"interacts with","CDH1 (interacts with)  CDC27","false","interacts with","CDH1 (interacts with)  CDC27"
"interacts with","CDH1 (interacts with)  TBC1D10B","false","interacts with","CDH1 (interacts with)  TBC1D10B"
"interacts with","CDH1 (interacts with)  LDHA","false","interacts with","CDH1 (interacts with)  LDHA"
"interacts with","CDH1 (interacts with)  TMEM87A","false","interacts with","CDH1 (interacts with)  TMEM87A"
"interacts with","CDH1 (interacts with)  EPB41L3","false","interacts with","CDH1 (interacts with)  EPB41L3"
"interacts with","CDH1 (interacts with)  EVPL","false","interacts with","CDH1 (interacts with)  EVPL"
"interacts with","CDH1 (interacts with)  ATXN2L","false","interacts with","CDH1 (interacts with)  ATXN2L"
"interacts with","CDH1 (interacts with)  ZNF185","false","interacts with","CDH1 (interacts with)  ZNF185"
"interacts with","CDH1 (interacts with)  NUMB","false","interacts with","CDH1 (interacts with)  NUMB"
"interacts with","CDH1 (interacts with)  FMN1","false","interacts with","CDH1 (interacts with)  FMN1"
"interacts with","CDH1 (interacts with)  NIPSNAP1","false","interacts with","CDH1 (interacts with)  NIPSNAP1"
"interacts with","CDH1 (interacts with)  MPP7","false","interacts with","CDH1 (interacts with)  MPP7"
"interacts with","CDH1 (interacts with)  SARG","false","interacts with","CDH1 (interacts with)  SARG"
"interacts with","CDH1 (interacts with)  ZYX","false","interacts with","CDH1 (interacts with)  ZYX"
"interacts with","CDH1 (interacts with)  GM2A","false","interacts with","CDH1 (interacts with)  GM2A"
"interacts with","CDH1 (interacts with)  IGBP1","false","interacts with","CDH1 (interacts with)  IGBP1"
"interacts with","CDH1 (interacts with)  NEBL","false","interacts with","CDH1 (interacts with)  NEBL"
"interacts with","CDH1 (interacts with)  PICALM","false","interacts with","CDH1 (interacts with)  PICALM"
"interacts with","CDH1 (interacts with)  Q8IZY5","false","interacts with","CDH1 (interacts with)  Q8IZY5"
"interacts with","CDH1 (interacts with)  GAPVD1","false","interacts with","CDH1 (interacts with)  GAPVD1"
"interacts with","CDH1 (interacts with)  EPB41","false","interacts with","CDH1 (interacts with)  EPB41"
"interacts with","CDH1 (interacts with)  ARVCF","false","interacts with","CDH1 (interacts with)  ARVCF"
"interacts with","CDH1 (interacts with)  AAK1","false","interacts with","CDH1 (interacts with)  AAK1"
"interacts with","CDH1 (interacts with)  CD2AP","false","interacts with","CDH1 (interacts with)  CD2AP"
"interacts with","CDH1 (interacts with)  STXBP6","false","interacts with","CDH1 (interacts with)  STXBP6"
"interacts with","CDH1 (interacts with)  A0A0S2C3P2","false","interacts with","CDH1 (interacts with)  A0A0S2C3P2"
"interacts with","CDH1 (interacts with)  CASP3","false","interacts with","CDH1 (interacts with)  CASP3"
"interacts with","CDH1 (interacts with)  CIAPIN1","false","interacts with","CDH1 (interacts with)  CIAPIN1"
"interacts with","CDH1 (interacts with)  GSPT1","false","interacts with","CDH1 (interacts with)  GSPT1"
"interacts with","CDH1 (interacts with)  EFHD2","false","interacts with","CDH1 (interacts with)  EFHD2"
"interacts with","CDH1 (interacts with)  NIPSNAP2","false","interacts with","CDH1 (interacts with)  NIPSNAP2"
"interacts with","CDH1 (interacts with)  CXADR","false","interacts with","CDH1 (interacts with)  CXADR"
"interacts with","CDH1 (interacts with)  BMPR2","false","interacts with","CDH1 (interacts with)  BMPR2"
"interacts with","CDH1 (interacts with)  PTPRJ","false","interacts with","CDH1 (interacts with)  PTPRJ"
"interacts with","CDH1 (interacts with)  FNBP1L","false","interacts with","CDH1 (interacts with)  FNBP1L"
"interacts with","CDH1 (interacts with)  DKK3","false","interacts with","CDH1 (interacts with)  DKK3"
"interacts with","CDH1 (interacts with)  HRAS","false","interacts with","CDH1 (interacts with)  HRAS"
"interacts with","CDH1 (interacts with)  KDF1","false","interacts with","CDH1 (interacts with)  KDF1"
"interacts with","CDH1 (interacts with)  ADAM17","false","interacts with","CDH1 (interacts with)  ADAM17"
"interacts with","CDH1 (interacts with)  NIBAN2","false","interacts with","CDH1 (interacts with)  NIBAN2"
"interacts with","CDH1 (interacts with)  CTTN","false","interacts with","CDH1 (interacts with)  CTTN"
"interacts with","CDH1 (interacts with)  TMOD1","false","interacts with","CDH1 (interacts with)  TMOD1"
"interacts with","CDH1 (interacts with)  ANLN","false","interacts with","CDH1 (interacts with)  ANLN"
"interacts with","CDH1 (interacts with)  HDAC2","false","interacts with","CDH1 (interacts with)  HDAC2"
"interacts with","CDH1 (interacts with)  TRIM25","false","interacts with","CDH1 (interacts with)  TRIM25"
"interacts with","CDH1 (interacts with)  USO1","false","interacts with","CDH1 (interacts with)  USO1"
"interacts with","CDH1 (interacts with)  CKAP5","false","interacts with","CDH1 (interacts with)  CKAP5"
"interacts with","CDH1 (interacts with)  RELL1","false","interacts with","CDH1 (interacts with)  RELL1"
"interacts with","CDH1 (interacts with)  Q6UWP8","false","interacts with","CDH1 (interacts with)  Q6UWP8"
"interacts with","CDH1 (interacts with)  SLIRP","false","interacts with","CDH1 (interacts with)  SLIRP"
"interacts with","CDH1 (interacts with)  ELFN2","false","interacts with","CDH1 (interacts with)  ELFN2"
"interacts with","CDH1 (interacts with)  JUP","false","interacts with","CDH1 (interacts with)  JUP"
"interacts with","CDH1 (interacts with)  UTRN","false","interacts with","CDH1 (interacts with)  UTRN"
"interacts with","CDH1 (interacts with)  ATP2B4","false","interacts with","CDH1 (interacts with)  ATP2B4"
"interacts with","CDH1 (interacts with)  USP43","false","interacts with","CDH1 (interacts with)  USP43"
"interacts with","CDH1 (interacts with)  SNX1","false","interacts with","CDH1 (interacts with)  SNX1"
"interacts with","CDH1 (interacts with)  OCLN","false","interacts with","CDH1 (interacts with)  OCLN"
"interacts with","CDH1 (interacts with)  NAT2","false","interacts with","CDH1 (interacts with)  NAT2"
"interacts with","CDH1 (interacts with)  PROM2","false","interacts with","CDH1 (interacts with)  PROM2"
"interacts with","CDH1 (interacts with)  STX5","false","interacts with","CDH1 (interacts with)  STX5"
"interacts with","CDH1 (interacts with)  PCMT1","false","interacts with","CDH1 (interacts with)  PCMT1"
"interacts with","CDH1 (interacts with)  TJP2","false","interacts with","CDH1 (interacts with)  TJP2"
"interacts with","CDH1 (interacts with)  CC2D1A","false","interacts with","CDH1 (interacts with)  CC2D1A"
"interacts with","CDH1 (interacts with)  ARHGAP32","false","interacts with","CDH1 (interacts with)  ARHGAP32"
"interacts with","CDH1 (interacts with)  MAP2K1","false","interacts with","CDH1 (interacts with)  MAP2K1"
"interacts with","CDH1 (interacts with)  UBAP2","false","interacts with","CDH1 (interacts with)  UBAP2"
"interacts with","CDH1 (interacts with)  FMNL2","false","interacts with","CDH1 (interacts with)  FMNL2"
"interacts with","CDH1 (interacts with)  JPT1","false","interacts with","CDH1 (interacts with)  JPT1"
"interacts with","CDH1 (interacts with)  CTNNA3","false","interacts with","CDH1 (interacts with)  CTNNA3"
"interacts with","CDH1 (interacts with)  POF1B","false","interacts with","CDH1 (interacts with)  POF1B"
"interacts with","CDH1 (interacts with)  EHD4","false","interacts with","CDH1 (interacts with)  EHD4"
"interacts with","CDH1 (interacts with)  MYO1B","false","interacts with","CDH1 (interacts with)  MYO1B"
"interacts with","CDH1 (interacts with)  ARGLU1","false","interacts with","CDH1 (interacts with)  ARGLU1"
"interacts with","CDH1 (interacts with)  S100P","false","interacts with","CDH1 (interacts with)  S100P"
"interacts with","CDH1 (interacts with)  BEX1","false","interacts with","CDH1 (interacts with)  BEX1"
"interacts with","CDH1 (interacts with)  CALD1","false","interacts with","CDH1 (interacts with)  CALD1"
"interacts with","CDH1 (interacts with)  TRIM29","false","interacts with","CDH1 (interacts with)  TRIM29"
"interacts with","CDH1 (interacts with)  PAK2","false","interacts with","CDH1 (interacts with)  PAK2"
"interacts with","CDH1 (interacts with)  EIF2A","false","interacts with","CDH1 (interacts with)  EIF2A"
"interacts with","CDH1 (interacts with)  SLC1A5","false","interacts with","CDH1 (interacts with)  SLC1A5"
"interacts with","CDH1 (interacts with)  CCDC85C","false","interacts with","CDH1 (interacts with)  CCDC85C"
"interacts with","CDH1 (interacts with)  PARVA","false","interacts with","CDH1 (interacts with)  PARVA"
"interacts with","CDH1 (interacts with)  GAB1","false","interacts with","CDH1 (interacts with)  GAB1"
"interacts with","CDH1 (interacts with)  SYAP1","false","interacts with","CDH1 (interacts with)  SYAP1"
"interacts with","CDH1 (interacts with)  MPRIP","false","interacts with","CDH1 (interacts with)  MPRIP"
"interacts with","CDH1 (interacts with)  PCBP1","false","interacts with","CDH1 (interacts with)  PCBP1"
"interacts with","CDH1 (interacts with)  CRYBG1","false","interacts with","CDH1 (interacts with)  CRYBG1"
"interacts with","CDH1 (interacts with)  VASP","false","interacts with","CDH1 (interacts with)  VASP"
"interacts with","CDH1 (interacts with)  ESYT2","false","interacts with","CDH1 (interacts with)  ESYT2"
"interacts with","CDH1 (interacts with)  ATIC","false","interacts with","CDH1 (interacts with)  ATIC"
"interacts with","CDH1 (interacts with)  STIM1","false","interacts with","CDH1 (interacts with)  STIM1"
"interacts with","CDH1 (interacts with)  SWAP70","false","interacts with","CDH1 (interacts with)  SWAP70"
"interacts with","CDH1 (interacts with)  ZDHHC5","false","interacts with","CDH1 (interacts with)  ZDHHC5"
"interacts with","CDH1 (interacts with)  THRSP","false","interacts with","CDH1 (interacts with)  THRSP"
"interacts with","CDH1 (interacts with)  RHOA","false","interacts with","CDH1 (interacts with)  RHOA"
"interacts with","CDH1 (interacts with)  FAM110C","false","interacts with","CDH1 (interacts with)  FAM110C"
"interacts with","CDH1 (interacts with)  NHSL1","false","interacts with","CDH1 (interacts with)  NHSL1"
"interacts with","CDH1 (interacts with)  FASN","false","interacts with","CDH1 (interacts with)  FASN"
"interacts with","CDH1 (interacts with)  CAPZB","false","interacts with","CDH1 (interacts with)  CAPZB"
"interacts with","CDH1 (interacts with)  TTK","false","interacts with","CDH1 (interacts with)  TTK"
"interacts with","CDH1 (interacts with)  PVR","false","interacts with","CDH1 (interacts with)  PVR"
"interacts with","CDH1 (interacts with)  TNKS1BP1","false","interacts with","CDH1 (interacts with)  TNKS1BP1"
"interacts with","CDH1 (interacts with)  EPN2","false","interacts with","CDH1 (interacts with)  EPN2"
"interacts with","CDH1 (interacts with)  EEF1D","false","interacts with","CDH1 (interacts with)  EEF1D"
"interacts with","CDH1 (interacts with)  DVL3","false","interacts with","CDH1 (interacts with)  DVL3"
"interacts with","CDH1 (interacts with)  PPME1","false","interacts with","CDH1 (interacts with)  PPME1"
"interacts with","CDH1 (interacts with)  GSK3B","false","interacts with","CDH1 (interacts with)  GSK3B"
"interacts with","CDH1 (interacts with)  CCS","false","interacts with","CDH1 (interacts with)  CCS"
"interacts with","CDH1 (interacts with)  LPP","false","interacts with","CDH1 (interacts with)  LPP"
"interacts with","CDH1 (interacts with)  TK1","false","interacts with","CDH1 (interacts with)  TK1"
"interacts with","CDH1 (interacts with)  VCPIP1","false","interacts with","CDH1 (interacts with)  VCPIP1"
"interacts with","CDH1 (interacts with)  ARHGAP18","false","interacts with","CDH1 (interacts with)  ARHGAP18"
"interacts with","CDH1 (interacts with)  LARP1","false","interacts with","CDH1 (interacts with)  LARP1"
"interacts with","CDH1 (interacts with)  EPN3","false","interacts with","CDH1 (interacts with)  EPN3"
"interacts with","CDH1 (interacts with)  KIFC3","false","interacts with","CDH1 (interacts with)  KIFC3"
"interacts with","CDH1 (interacts with)  LRRFIP1","false","interacts with","CDH1 (interacts with)  LRRFIP1"
"interacts with","CDH1 (interacts with)  CDC42EP1","false","interacts with","CDH1 (interacts with)  CDC42EP1"
"interacts with","CDH1 (interacts with)  KTN1","false","interacts with","CDH1 (interacts with)  KTN1"
"interacts with","CDH1 (interacts with)  INAVA","false","interacts with","CDH1 (interacts with)  INAVA"
"interacts with","CDH1 (interacts with)  CDHR4","false","interacts with","CDH1 (interacts with)  CDHR4"
"interacts with","CDH1 (interacts with)  ARFIP1","false","interacts with","CDH1 (interacts with)  ARFIP1"
"interacts with","CDH1 (interacts with)  NEK6","false","interacts with","CDH1 (interacts with)  NEK6"
"interacts with","CDH1 (interacts with)  FLOT1","false","interacts with","CDH1 (interacts with)  FLOT1"
"interacts with","CDH1 (interacts with)  ARHGAP29","false","interacts with","CDH1 (interacts with)  ARHGAP29"
"interacts with","CDH1 (interacts with)  SYNJ1","false","interacts with","CDH1 (interacts with)  SYNJ1"
"interacts with","CDH1 (interacts with)  PAICS","false","interacts with","CDH1 (interacts with)  PAICS"
"interacts with","CDH1 (interacts with)  ESYT1","false","interacts with","CDH1 (interacts with)  ESYT1"
"interacts with","CDH1 (interacts with)  EMD","false","interacts with","CDH1 (interacts with)  EMD"
"interacts with","CDH1 (interacts with)  HCFC1","false","interacts with","CDH1 (interacts with)  HCFC1"
"interacts with","CDH1 (interacts with)  TAX1BP3","false","interacts with","CDH1 (interacts with)  TAX1BP3"
"interacts with","CDH1 (interacts with)  SH3PXD2B","false","interacts with","CDH1 (interacts with)  SH3PXD2B"
"interacts with","CDH1 (interacts with)  STX17","false","interacts with","CDH1 (interacts with)  STX17"
"interacts with","CDH1 (interacts with)  NUDC","false","interacts with","CDH1 (interacts with)  NUDC"
"interacts with","CDH1 (interacts with)  NSFL1C","false","interacts with","CDH1 (interacts with)  NSFL1C"
"interacts with","CDH1 (interacts with)  ZC3HAV1","false","interacts with","CDH1 (interacts with)  ZC3HAV1"
"interacts with","CDH1 (interacts with)  ABI1","false","interacts with","CDH1 (interacts with)  ABI1"
"interacts with","CDH1 (interacts with)  BAIAP2","false","interacts with","CDH1 (interacts with)  BAIAP2"
"interacts with","CDH1 (interacts with)  IRAK1","false","interacts with","CDH1 (interacts with)  IRAK1"
"interacts with","CDH1 (interacts with)  TNS3","false","interacts with","CDH1 (interacts with)  TNS3"
"interacts with","CDH1 (interacts with)  ANXA1","false","interacts with","CDH1 (interacts with)  ANXA1"
"interacts with","CDH1 (interacts with)  CAPZA1","false","interacts with","CDH1 (interacts with)  CAPZA1"
"interacts with","CDH1 (interacts with)  SORBS1","false","interacts with","CDH1 (interacts with)  SORBS1"
"interacts with","CDH1 (interacts with)  TMEM199","false","interacts with","CDH1 (interacts with)  TMEM199"
"interacts with","CDH1 (interacts with)  GPRC5A","false","interacts with","CDH1 (interacts with)  GPRC5A"
"interacts with","CDH1 (interacts with)  AHSA1","false","interacts with","CDH1 (interacts with)  AHSA1"
"interacts with","CDH1 (interacts with)  NOTCH3","false","interacts with","CDH1 (interacts with)  NOTCH3"
"interacts with","CDH1 (interacts with)  CYP17A1","false","interacts with","CDH1 (interacts with)  CYP17A1"
"interacts with","CDH1 (interacts with)  NHSL3","false","interacts with","CDH1 (interacts with)  NHSL3"
"interacts with","CDH1 (interacts with)  SLC38A1","false","interacts with","CDH1 (interacts with)  SLC38A1"
"interacts with","CDH1 (interacts with)  NGDN","false","interacts with","CDH1 (interacts with)  NGDN"
"interacts with","CDH1 (interacts with)  TP53BP2","false","interacts with","CDH1 (interacts with)  TP53BP2"
"interacts with","CDH1 (interacts with)  NDRG2","false","interacts with","CDH1 (interacts with)  NDRG2"
"interacts with","CDH1 (interacts with)  CD99","false","interacts with","CDH1 (interacts with)  CD99"
"interacts with","CDH1 (interacts with)  PPP1R18","false","interacts with","CDH1 (interacts with)  PPP1R18"
"interacts with","CDH1 (interacts with)  RAI14","false","interacts with","CDH1 (interacts with)  RAI14"
"interacts with","CDH1 (interacts with)  Q8TB02","false","interacts with","CDH1 (interacts with)  Q8TB02"
"interacts with","CDH1 (interacts with)  RPL29","false","interacts with","CDH1 (interacts with)  RPL29"
"interacts with","CDH1 (interacts with)  RPL37","false","interacts with","CDH1 (interacts with)  RPL37"
"interacts with","CDH1 (interacts with)  PCDH1","false","interacts with","CDH1 (interacts with)  PCDH1"
"interacts with","CDH1 (interacts with)  PAK4","false","interacts with","CDH1 (interacts with)  PAK4"
"interacts with","CDH1 (interacts with)  ERC1","false","interacts with","CDH1 (interacts with)  ERC1"
"interacts with","CDH1 (interacts with)  CLCN7","false","interacts with","CDH1 (interacts with)  CLCN7"
"interacts with","CDH1 (interacts with)  HDLBP","false","interacts with","CDH1 (interacts with)  HDLBP"
"interacts with","CDH1 (interacts with)  VAPB","false","interacts with","CDH1 (interacts with)  VAPB"
"interacts with","CDH1 (interacts with)  FERMT1","false","interacts with","CDH1 (interacts with)  FERMT1"
"interacts with","CDH1 (interacts with)  PKP2","false","interacts with","CDH1 (interacts with)  PKP2"
"interacts with","CDH1 (interacts with)  FAM83B","false","interacts with","CDH1 (interacts with)  FAM83B"
"interacts with","CDH1 (interacts with)  MACF1","false","interacts with","CDH1 (interacts with)  MACF1"
"interacts with","CDH1 (interacts with)  STX4","false","interacts with","CDH1 (interacts with)  STX4"
"interacts with","CDH1 (interacts with)  LZTS2","false","interacts with","CDH1 (interacts with)  LZTS2"
"interacts with","CDH1 (interacts with)  NECTIN4","false","interacts with","CDH1 (interacts with)  NECTIN4"
"interacts with","CDH1 (interacts with)  EZR","false","interacts with","CDH1 (interacts with)  EZR"
"interacts with","CDH1 (interacts with)  EPB41L4B","false","interacts with","CDH1 (interacts with)  EPB41L4B"
"interacts with","CDH1 (interacts with)  PSMC3IP","false","interacts with","CDH1 (interacts with)  PSMC3IP"
"interacts with","CDH1 (interacts with)  CDKL5","false","interacts with","CDH1 (interacts with)  CDKL5"
"interacts with","CDH1 (interacts with)  PDAP1","false","interacts with","CDH1 (interacts with)  PDAP1"
"interacts with","CDH1 (interacts with)  nan","false","interacts with","CDH1 (interacts with)  nan"
"interacts with","CDH1 (interacts with)  SEC24B","false","interacts with","CDH1 (interacts with)  SEC24B"
"interacts with","CDH1 (interacts with)  PLIN3","false","interacts with","CDH1 (interacts with)  PLIN3"
