"interaction","name","selected","shared interaction","shared name"
"interacts with","KRAS (interacts with)  RGL2","false","interacts with","KRAS (interacts with)  RGL2"
"interacts with","KRAS (interacts with)  LSM11","false","interacts with","KRAS (interacts with)  LSM11"
"interacts with","KRAS (interacts with)  O94854","false","interacts with","KRAS (interacts with)  O94854"
"interacts with","KRAS (interacts with)  UQCRC1","false","interacts with","KRAS (interacts with)  UQCRC1"
"interacts with","KRAS (interacts with)  NDRG1","false","interacts with","KRAS (interacts with)  NDRG1"
"interacts with","KRAS (interacts with)  DLGAP4","false","interacts with","KRAS (interacts with)  DLGAP4"
"interacts with","KRAS (interacts with)  RYBP","false","interacts with","KRAS (interacts with)  RYBP"
"interacts with","KRAS (interacts with)  TMED8","false","interacts with","KRAS (interacts with)  TMED8"
"interacts with","KRAS (interacts with)  ITGA6","false","interacts with","KRAS (interacts with)  ITGA6"
"interacts with","KRAS (interacts with)  SLC3A2","false","interacts with","KRAS (interacts with)  SLC3A2"
"interacts with","KRAS (interacts with)  ZDHHC17","false","interacts with","KRAS (interacts with)  ZDHHC17"
"interacts with","KRAS (interacts with)  HMOX1","false","interacts with","KRAS (interacts with)  HMOX1"
"interacts with","KRAS (interacts with)  LNPK","false","interacts with","KRAS (interacts with)  LNPK"
"interacts with","KRAS (interacts with)  ADH6","false","interacts with","KRAS (interacts with)  ADH6"
"interacts with","KRAS (interacts with)  Q9NW68","false","interacts with","KRAS (interacts with)  Q9NW68"
"interacts with","KRAS (interacts with)  NECTIN3","false","interacts with","KRAS (interacts with)  NECTIN3"
"interacts with","KRAS (interacts with)  ADAM9","false","interacts with","KRAS (interacts with)  ADAM9"
"interacts with","KRAS (interacts with)  TRAPPC8","false","interacts with","KRAS (interacts with)  TRAPPC8"
"interacts with","KRAS (interacts with)  MARF1","false","interacts with","KRAS (interacts with)  MARF1"
"interacts with","KRAS (interacts with)  PML","false","interacts with","KRAS (interacts with)  PML"
"interacts with","KRAS (interacts with)  PDE6D","false","interacts with","KRAS (interacts with)  PDE6D"
"interacts with","KRAS (interacts with)  GOLIM4","false","interacts with","KRAS (interacts with)  GOLIM4"
"interacts with","KRAS (interacts with)  Q8NC54","false","interacts with","KRAS (interacts with)  Q8NC54"
"interacts with","KRAS (interacts with)  A8MVW0","false","interacts with","KRAS (interacts with)  A8MVW0"
"interacts with","KRAS (interacts with)  CNNM3","false","interacts with","KRAS (interacts with)  CNNM3"
"interacts with","KRAS (interacts with)  KIRREL1","false","interacts with","KRAS (interacts with)  KIRREL1"
"interacts with","KRAS (interacts with)  CYB5B","false","interacts with","KRAS (interacts with)  CYB5B"
"interacts with","KRAS (interacts with)  Q83A11","false","interacts with","KRAS (interacts with)  Q83A11"
"interacts with","KRAS (interacts with)  Q8BL66","false","interacts with","KRAS (interacts with)  Q8BL66"
"interacts with","KRAS (interacts with)  ARF4","false","interacts with","KRAS (interacts with)  ARF4"
"interacts with","KRAS (interacts with)  Q8IXS8","false","interacts with","KRAS (interacts with)  Q8IXS8"
"interacts with","KRAS (interacts with)  RAB13","false","interacts with","KRAS (interacts with)  RAB13"
"interacts with","KRAS (interacts with)  TOR1AIP2","false","interacts with","KRAS (interacts with)  TOR1AIP2"
"interacts with","KRAS (interacts with)  GGCT","false","interacts with","KRAS (interacts with)  GGCT"
"interacts with","KRAS (interacts with)  CEP104","false","interacts with","KRAS (interacts with)  CEP104"
"interacts with","KRAS (interacts with)  MARK3","false","interacts with","KRAS (interacts with)  MARK3"
"interacts with","KRAS (interacts with)  BRAF","false","interacts with","KRAS (interacts with)  BRAF"
"interacts with","KRAS (interacts with)  HSD17B4","false","interacts with","KRAS (interacts with)  HSD17B4"
"interacts with","KRAS (interacts with)  ZDHHC20","false","interacts with","KRAS (interacts with)  ZDHHC20"
"interacts with","KRAS (interacts with)  HEMGN","false","interacts with","KRAS (interacts with)  HEMGN"
"interacts with","KRAS (interacts with)  ARAF","false","interacts with","KRAS (interacts with)  ARAF"
"interacts with","KRAS (interacts with)  STEAP3","false","interacts with","KRAS (interacts with)  STEAP3"
"interacts with","KRAS (interacts with)  NOTCH2","false","interacts with","KRAS (interacts with)  NOTCH2"
"interacts with","KRAS (interacts with)  SEMA4C","false","interacts with","KRAS (interacts with)  SEMA4C"
"interacts with","KRAS (interacts with)  DSG2","false","interacts with","KRAS (interacts with)  DSG2"
"interacts with","KRAS (interacts with)  Calm2","false","interacts with","KRAS (interacts with)  Calm2"
"interacts with","KRAS (interacts with)  P35240","false","interacts with","KRAS (interacts with)  P35240"
"interacts with","KRAS (interacts with)  SLC7A5","false","interacts with","KRAS (interacts with)  SLC7A5"
"interacts with","KRAS (interacts with)  ARC","false","interacts with","KRAS (interacts with)  ARC"
"interacts with","KRAS (interacts with)  VANGL2","false","interacts with","KRAS (interacts with)  VANGL2"
"interacts with","KRAS (interacts with)  PTRH2","false","interacts with","KRAS (interacts with)  PTRH2"
"interacts with","KRAS (interacts with)  PPP2CB","false","interacts with","KRAS (interacts with)  PPP2CB"
"interacts with","KRAS (interacts with)  CDC42EP4","false","interacts with","KRAS (interacts with)  CDC42EP4"
"interacts with","KRAS (interacts with)  ABCD3","false","interacts with","KRAS (interacts with)  ABCD3"
"interacts with","KRAS (interacts with)  VPS45","false","interacts with","KRAS (interacts with)  VPS45"
"interacts with","KRAS (interacts with)  PLSCR1","false","interacts with","KRAS (interacts with)  PLSCR1"
"interacts with","KRAS (interacts with)  ABHD12","false","interacts with","KRAS (interacts with)  ABHD12"
"interacts with","KRAS (interacts with)  A0A3B6UEL2","false","interacts with","KRAS (interacts with)  A0A3B6UEL2"
"interacts with","KRAS (interacts with)  RAB1A","false","interacts with","KRAS (interacts with)  RAB1A"
"interacts with","KRAS (interacts with)  DRG1","false","interacts with","KRAS (interacts with)  DRG1"
"interacts with","KRAS (interacts with)  LIMA1","false","interacts with","KRAS (interacts with)  LIMA1"
"interacts with","KRAS (interacts with)  TIAM1","false","interacts with","KRAS (interacts with)  TIAM1"
"interacts with","KRAS (interacts with)  ARPC1B","false","interacts with","KRAS (interacts with)  ARPC1B"
"interacts with","KRAS (interacts with)  Q6UWI4","false","interacts with","KRAS (interacts with)  Q6UWI4"
"interacts with","KRAS (interacts with)  RAB14","false","interacts with","KRAS (interacts with)  RAB14"
"interacts with","KRAS (interacts with)  SOAT1","false","interacts with","KRAS (interacts with)  SOAT1"
"interacts with","KRAS (interacts with)  SLC12A2","false","interacts with","KRAS (interacts with)  SLC12A2"
"interacts with","KRAS (interacts with)  ATL1","false","interacts with","KRAS (interacts with)  ATL1"
"interacts with","KRAS (interacts with)  TUB","false","interacts with","KRAS (interacts with)  TUB"
"interacts with","KRAS (interacts with)  MARCKS","false","interacts with","KRAS (interacts with)  MARCKS"
"interacts with","KRAS (interacts with)  TMPO","false","interacts with","KRAS (interacts with)  TMPO"
"interacts with","KRAS (interacts with)  CNP","false","interacts with","KRAS (interacts with)  CNP"
"interacts with","KRAS (interacts with)  UBXN4","false","interacts with","KRAS (interacts with)  UBXN4"
"interacts with","KRAS (interacts with)  CCNB2","false","interacts with","KRAS (interacts with)  CCNB2"
"interacts with","KRAS (interacts with)  CANX","false","interacts with","KRAS (interacts with)  CANX"
"interacts with","KRAS (interacts with)  P0DTC3","false","interacts with","KRAS (interacts with)  P0DTC3"
"interacts with","KRAS (interacts with)  SELENOS","false","interacts with","KRAS (interacts with)  SELENOS"
"interacts with","KRAS (interacts with)  GJC1","false","interacts with","KRAS (interacts with)  GJC1"
"interacts with","KRAS (interacts with)  STX3","false","interacts with","KRAS (interacts with)  STX3"
"interacts with","KRAS (interacts with)  Q5SWX8","false","interacts with","KRAS (interacts with)  Q5SWX8"
"interacts with","KRAS (interacts with)  PIGU","false","interacts with","KRAS (interacts with)  PIGU"
"interacts with","KRAS (interacts with)  MARVELD2","false","interacts with","KRAS (interacts with)  MARVELD2"
"interacts with","KRAS (interacts with)  SLC33A1","false","interacts with","KRAS (interacts with)  SLC33A1"
"interacts with","KRAS (interacts with)  UBXN8","false","interacts with","KRAS (interacts with)  UBXN8"
"interacts with","KRAS (interacts with)  Q9UGV2","false","interacts with","KRAS (interacts with)  Q9UGV2"
"interacts with","KRAS (interacts with)  DDX50","false","interacts with","KRAS (interacts with)  DDX50"
"interacts with","KRAS (interacts with)  POR","false","interacts with","KRAS (interacts with)  POR"
"interacts with","KRAS (interacts with)  Q9H0X4","false","interacts with","KRAS (interacts with)  Q9H0X4"
"interacts with","KRAS (interacts with)  IL6ST","false","interacts with","KRAS (interacts with)  IL6ST"
"interacts with","KRAS (interacts with)  RALGDS","false","interacts with","KRAS (interacts with)  RALGDS"
"interacts with","KRAS (interacts with)  EEF1A1","false","interacts with","KRAS (interacts with)  EEF1A1"
"interacts with","KRAS (interacts with)  CPD","false","interacts with","KRAS (interacts with)  CPD"
"interacts with","KRAS (interacts with)  CCL5","false","interacts with","KRAS (interacts with)  CCL5"
"interacts with","KRAS (interacts with)  TULP3","false","interacts with","KRAS (interacts with)  TULP3"
"interacts with","KRAS (interacts with)  G5E9H3","false","interacts with","KRAS (interacts with)  G5E9H3"
"interacts with","KRAS (interacts with)  SERPINB5","false","interacts with","KRAS (interacts with)  SERPINB5"
"interacts with","KRAS (interacts with)  STX6","false","interacts with","KRAS (interacts with)  STX6"
"interacts with","KRAS (interacts with)  Q7Z6K3","false","interacts with","KRAS (interacts with)  Q7Z6K3"
"interacts with","KRAS (interacts with)  CUX1","false","interacts with","KRAS (interacts with)  CUX1"
"interacts with","KRAS (interacts with)  CKAP4","false","interacts with","KRAS (interacts with)  CKAP4"
"interacts with","KRAS (interacts with)  ARL13B","false","interacts with","KRAS (interacts with)  ARL13B"
"interacts with","KRAS (interacts with)  FUNDC2","false","interacts with","KRAS (interacts with)  FUNDC2"
"interacts with","KRAS (interacts with)  XPR1","false","interacts with","KRAS (interacts with)  XPR1"
"interacts with","KRAS (interacts with)  SLC5A3","false","interacts with","KRAS (interacts with)  SLC5A3"
"interacts with","KRAS (interacts with)  VAMP4","false","interacts with","KRAS (interacts with)  VAMP4"
"interacts with","KRAS (interacts with)  JAM3","false","interacts with","KRAS (interacts with)  JAM3"
"interacts with","KRAS (interacts with)  ARPC1A","false","interacts with","KRAS (interacts with)  ARPC1A"
"interacts with","KRAS (interacts with)  PIP4P1","false","interacts with","KRAS (interacts with)  PIP4P1"
"interacts with","KRAS (interacts with)  SCAMP3","false","interacts with","KRAS (interacts with)  SCAMP3"
"interacts with","KRAS (interacts with)  STOM","false","interacts with","KRAS (interacts with)  STOM"
"interacts with","KRAS (interacts with)  DDRGK1","false","interacts with","KRAS (interacts with)  DDRGK1"
"interacts with","KRAS (interacts with)  LMNB1","false","interacts with","KRAS (interacts with)  LMNB1"
"interacts with","KRAS (interacts with)  SNAP23","false","interacts with","KRAS (interacts with)  SNAP23"
"interacts with","KRAS (interacts with)  SLC7A2","false","interacts with","KRAS (interacts with)  SLC7A2"
"interacts with","KRAS (interacts with)  DNAJC1","false","interacts with","KRAS (interacts with)  DNAJC1"
"interacts with","KRAS (interacts with)  EPB41L5","false","interacts with","KRAS (interacts with)  EPB41L5"
"interacts with","KRAS (interacts with)  DSC3","false","interacts with","KRAS (interacts with)  DSC3"
"interacts with","KRAS (interacts with)  MCAM","false","interacts with","KRAS (interacts with)  MCAM"
"interacts with","KRAS (interacts with)  OSGIN1","false","interacts with","KRAS (interacts with)  OSGIN1"
"interacts with","KRAS (interacts with)  SLC39A14","false","interacts with","KRAS (interacts with)  SLC39A14"
"interacts with","KRAS (interacts with)  LRRC59","false","interacts with","KRAS (interacts with)  LRRC59"
"interacts with","KRAS (interacts with)  EPHA3","false","interacts with","KRAS (interacts with)  EPHA3"
"interacts with","KRAS (interacts with)  PLCH1","false","interacts with","KRAS (interacts with)  PLCH1"
"interacts with","KRAS (interacts with)  PLXNA1","false","interacts with","KRAS (interacts with)  PLXNA1"
"interacts with","KRAS (interacts with)  CTNNA1","false","interacts with","KRAS (interacts with)  CTNNA1"
"interacts with","KRAS (interacts with)  RHBDD2","false","interacts with","KRAS (interacts with)  RHBDD2"
"interacts with","KRAS (interacts with)  Q86SX3","false","interacts with","KRAS (interacts with)  Q86SX3"
"interacts with","KRAS (interacts with)  LRP6","false","interacts with","KRAS (interacts with)  LRP6"
"interacts with","KRAS (interacts with)  SSR1","false","interacts with","KRAS (interacts with)  SSR1"
"interacts with","KRAS (interacts with)  EFNB3","false","interacts with","KRAS (interacts with)  EFNB3"
"interacts with","KRAS (interacts with)  RAP2C","false","interacts with","KRAS (interacts with)  RAP2C"
"interacts with","KRAS (interacts with)  VAPA","false","interacts with","KRAS (interacts with)  VAPA"
"interacts with","KRAS (interacts with)  MMGT1","false","interacts with","KRAS (interacts with)  MMGT1"
"interacts with","KRAS (interacts with)  RAB10","false","interacts with","KRAS (interacts with)  RAB10"
"interacts with","KRAS (interacts with)  ARF1","false","interacts with","KRAS (interacts with)  ARF1"
"interacts with","KRAS (interacts with)  SFT2D1","false","interacts with","KRAS (interacts with)  SFT2D1"
"interacts with","KRAS (interacts with)  USE1","false","interacts with","KRAS (interacts with)  USE1"
"interacts with","KRAS (interacts with)  UBIAD1","false","interacts with","KRAS (interacts with)  UBIAD1"
"interacts with","KRAS (interacts with)  SPG21","false","interacts with","KRAS (interacts with)  SPG21"
"interacts with","KRAS (interacts with)  SCD","false","interacts with","KRAS (interacts with)  SCD"
"interacts with","KRAS (interacts with)  SURF4","false","interacts with","KRAS (interacts with)  SURF4"
"interacts with","KRAS (interacts with)  EPB41L2","false","interacts with","KRAS (interacts with)  EPB41L2"
"interacts with","KRAS (interacts with)  USP6NL","false","interacts with","KRAS (interacts with)  USP6NL"
"interacts with","KRAS (interacts with)  ATG2B","false","interacts with","KRAS (interacts with)  ATG2B"
"interacts with","KRAS (interacts with)  O14683","false","interacts with","KRAS (interacts with)  O14683"
"interacts with","KRAS (interacts with)  KIDINS220","false","interacts with","KRAS (interacts with)  KIDINS220"
"interacts with","KRAS (interacts with)  ARL6IP5","false","interacts with","KRAS (interacts with)  ARL6IP5"
"interacts with","KRAS (interacts with)  PAG1","false","interacts with","KRAS (interacts with)  PAG1"
"interacts with","KRAS (interacts with)  PEAK1","false","interacts with","KRAS (interacts with)  PEAK1"
"interacts with","KRAS (interacts with)  COPS7B","false","interacts with","KRAS (interacts with)  COPS7B"
"interacts with","KRAS (interacts with)  SLC20A1","false","interacts with","KRAS (interacts with)  SLC20A1"
"interacts with","KRAS (interacts with)  EFR3A","false","interacts with","KRAS (interacts with)  EFR3A"
"interacts with","KRAS (interacts with)  TMEM214","false","interacts with","KRAS (interacts with)  TMEM214"
"interacts with","KRAS (interacts with)  SLC30A1","false","interacts with","KRAS (interacts with)  SLC30A1"
"interacts with","KRAS (interacts with)  ANKRD26","false","interacts with","KRAS (interacts with)  ANKRD26"
"interacts with","KRAS (interacts with)  CEMIP2","false","interacts with","KRAS (interacts with)  CEMIP2"
"interacts with","KRAS (interacts with)  KSR1","false","interacts with","KRAS (interacts with)  KSR1"
"interacts with","KRAS (interacts with)  CDK16","false","interacts with","KRAS (interacts with)  CDK16"
"interacts with","KRAS (interacts with)  PREB","false","interacts with","KRAS (interacts with)  PREB"
"interacts with","KRAS (interacts with)  C1orf131","false","interacts with","KRAS (interacts with)  C1orf131"
"interacts with","KRAS (interacts with)  TMCO1","false","interacts with","KRAS (interacts with)  TMCO1"
"interacts with","KRAS (interacts with)  C2CD2L","false","interacts with","KRAS (interacts with)  C2CD2L"
"interacts with","KRAS (interacts with)  VEZT","false","interacts with","KRAS (interacts with)  VEZT"
"interacts with","KRAS (interacts with)  CDC42BPA","false","interacts with","KRAS (interacts with)  CDC42BPA"
"interacts with","KRAS (interacts with)  ITM2C","false","interacts with","KRAS (interacts with)  ITM2C"
"interacts with","KRAS (interacts with)  PKP4","false","interacts with","KRAS (interacts with)  PKP4"
"interacts with","KRAS (interacts with)  RAF1","false","interacts with","KRAS (interacts with)  RAF1"
"interacts with","KRAS (interacts with)  FTSJ1","false","interacts with","KRAS (interacts with)  FTSJ1"
"interacts with","KRAS (interacts with)  ADD3","false","interacts with","KRAS (interacts with)  ADD3"
"interacts with","KRAS (interacts with)  TOMM22","false","interacts with","KRAS (interacts with)  TOMM22"
"interacts with","KRAS (interacts with)  RIN1","false","interacts with","KRAS (interacts with)  RIN1"
"interacts with","KRAS (interacts with)  NEO1","false","interacts with","KRAS (interacts with)  NEO1"
"interacts with","KRAS (interacts with)  TMEM87A","false","interacts with","KRAS (interacts with)  TMEM87A"
"interacts with","KRAS (interacts with)  SAR1A","false","interacts with","KRAS (interacts with)  SAR1A"
"interacts with","KRAS (interacts with)  CCDC47","false","interacts with","KRAS (interacts with)  CCDC47"
"interacts with","KRAS (interacts with)  SLITRK5","false","interacts with","KRAS (interacts with)  SLITRK5"
"interacts with","KRAS (interacts with)  EFR3B","false","interacts with","KRAS (interacts with)  EFR3B"
"interacts with","KRAS (interacts with)  RALGPS2","false","interacts with","KRAS (interacts with)  RALGPS2"
"interacts with","KRAS (interacts with)  MPP7","false","interacts with","KRAS (interacts with)  MPP7"
"interacts with","KRAS (interacts with)  CCT7","false","interacts with","KRAS (interacts with)  CCT7"
"interacts with","KRAS (interacts with)  MEAK7","false","interacts with","KRAS (interacts with)  MEAK7"
"interacts with","KRAS (interacts with)  TOR1AIP1","false","interacts with","KRAS (interacts with)  TOR1AIP1"
"interacts with","KRAS (interacts with)  SNX3","false","interacts with","KRAS (interacts with)  SNX3"
"interacts with","KRAS (interacts with)  CYP51A1","false","interacts with","KRAS (interacts with)  CYP51A1"
"interacts with","KRAS (interacts with)  USP33","false","interacts with","KRAS (interacts with)  USP33"
"interacts with","KRAS (interacts with)  TMEM161A","false","interacts with","KRAS (interacts with)  TMEM161A"
"interacts with","KRAS (interacts with)  EFNB2","false","interacts with","KRAS (interacts with)  EFNB2"
"interacts with","KRAS (interacts with)  STXBP6","false","interacts with","KRAS (interacts with)  STXBP6"
"interacts with","KRAS (interacts with)  Q96II5","false","interacts with","KRAS (interacts with)  Q96II5"
"interacts with","KRAS (interacts with)  SLC39A10","false","interacts with","KRAS (interacts with)  SLC39A10"
"interacts with","KRAS (interacts with)  CXADR","false","interacts with","KRAS (interacts with)  CXADR"
"interacts with","KRAS (interacts with)  DCUN1D3","false","interacts with","KRAS (interacts with)  DCUN1D3"
"interacts with","KRAS (interacts with)  EFNB1","false","interacts with","KRAS (interacts with)  EFNB1"
"interacts with","KRAS (interacts with)  BMPR2","false","interacts with","KRAS (interacts with)  BMPR2"
"interacts with","KRAS (interacts with)  PHLDB1","false","interacts with","KRAS (interacts with)  PHLDB1"
"interacts with","KRAS (interacts with)  FGFRL1","false","interacts with","KRAS (interacts with)  FGFRL1"
"interacts with","KRAS (interacts with)  TNFSF13","false","interacts with","KRAS (interacts with)  TNFSF13"
"interacts with","KRAS (interacts with)  APLP2","false","interacts with","KRAS (interacts with)  APLP2"
"interacts with","KRAS (interacts with)  ATP2B1","false","interacts with","KRAS (interacts with)  ATP2B1"
"interacts with","KRAS (interacts with)  ANKRD13C","false","interacts with","KRAS (interacts with)  ANKRD13C"
"interacts with","KRAS (interacts with)  Coro1c","false","interacts with","KRAS (interacts with)  Coro1c"
"interacts with","KRAS (interacts with)  PPIH","false","interacts with","KRAS (interacts with)  PPIH"
"interacts with","KRAS (interacts with)  FBXO5","false","interacts with","KRAS (interacts with)  FBXO5"
"interacts with","KRAS (interacts with)  RELL1","false","interacts with","KRAS (interacts with)  RELL1"
"interacts with","KRAS (interacts with)  SPCS2","false","interacts with","KRAS (interacts with)  SPCS2"
"interacts with","KRAS (interacts with)  YWHAH","false","interacts with","KRAS (interacts with)  YWHAH"
"interacts with","KRAS (interacts with)  RP2","false","interacts with","KRAS (interacts with)  RP2"
"interacts with","KRAS (interacts with)  ATP2B4","false","interacts with","KRAS (interacts with)  ATP2B4"
"interacts with","KRAS (interacts with)  OCLN","false","interacts with","KRAS (interacts with)  OCLN"
"interacts with","KRAS (interacts with)  EMC7","false","interacts with","KRAS (interacts with)  EMC7"
"interacts with","KRAS (interacts with)  SLC30A6","false","interacts with","KRAS (interacts with)  SLC30A6"
"interacts with","KRAS (interacts with)  PTK7","false","interacts with","KRAS (interacts with)  PTK7"
"interacts with","KRAS (interacts with)  LPAR1","false","interacts with","KRAS (interacts with)  LPAR1"
"interacts with","KRAS (interacts with)  SC5D","false","interacts with","KRAS (interacts with)  SC5D"
"interacts with","KRAS (interacts with)  MAP2K1","false","interacts with","KRAS (interacts with)  MAP2K1"
"interacts with","KRAS (interacts with)  AKAP5","false","interacts with","KRAS (interacts with)  AKAP5"
"interacts with","KRAS (interacts with)  STX7","false","interacts with","KRAS (interacts with)  STX7"
"interacts with","KRAS (interacts with)  IFNGR1","false","interacts with","KRAS (interacts with)  IFNGR1"
"interacts with","KRAS (interacts with)  TMEM237","false","interacts with","KRAS (interacts with)  TMEM237"
"interacts with","KRAS (interacts with)  MYO1B","false","interacts with","KRAS (interacts with)  MYO1B"
"interacts with","KRAS (interacts with)  RAB23","false","interacts with","KRAS (interacts with)  RAB23"
"interacts with","KRAS (interacts with)  GATAD2A","false","interacts with","KRAS (interacts with)  GATAD2A"
"interacts with","KRAS (interacts with)  SYAP1","false","interacts with","KRAS (interacts with)  SYAP1"
"interacts with","KRAS (interacts with)  Fnta","false","interacts with","KRAS (interacts with)  Fnta"
"interacts with","KRAS (interacts with)  CISD2","false","interacts with","KRAS (interacts with)  CISD2"
"interacts with","KRAS (interacts with)  NUP107","false","interacts with","KRAS (interacts with)  NUP107"
"interacts with","KRAS (interacts with)  PIP5K1A","false","interacts with","KRAS (interacts with)  PIP5K1A"
"interacts with","KRAS (interacts with)  VTI1B","false","interacts with","KRAS (interacts with)  VTI1B"
"interacts with","KRAS (interacts with)  ESYT2","false","interacts with","KRAS (interacts with)  ESYT2"
"interacts with","KRAS (interacts with)  STIM1","false","interacts with","KRAS (interacts with)  STIM1"
"interacts with","KRAS (interacts with)  ZDHHC5","false","interacts with","KRAS (interacts with)  ZDHHC5"
"interacts with","KRAS (interacts with)  tcsL","false","interacts with","KRAS (interacts with)  tcsL"
"interacts with","KRAS (interacts with)  THRSP","false","interacts with","KRAS (interacts with)  THRSP"
"interacts with","KRAS (interacts with)  CD46","false","interacts with","KRAS (interacts with)  CD46"
"interacts with","KRAS (interacts with)  CCP110","false","interacts with","KRAS (interacts with)  CCP110"
"interacts with","KRAS (interacts with)  HM13","false","interacts with","KRAS (interacts with)  HM13"
"interacts with","KRAS (interacts with)  GRK6","false","interacts with","KRAS (interacts with)  GRK6"
"interacts with","KRAS (interacts with)  VANGL1","false","interacts with","KRAS (interacts with)  VANGL1"
"interacts with","KRAS (interacts with)  STX12","false","interacts with","KRAS (interacts with)  STX12"
"interacts with","KRAS (interacts with)  STX10","false","interacts with","KRAS (interacts with)  STX10"
"interacts with","KRAS (interacts with)  O75474","false","interacts with","KRAS (interacts with)  O75474"
"interacts with","KRAS (interacts with)  DSC2","false","interacts with","KRAS (interacts with)  DSC2"
"interacts with","KRAS (interacts with)  EPN2","false","interacts with","KRAS (interacts with)  EPN2"
"interacts with","KRAS (interacts with)  SLC6A6","false","interacts with","KRAS (interacts with)  SLC6A6"
"interacts with","KRAS (interacts with)  SLC1A3","false","interacts with","KRAS (interacts with)  SLC1A3"
"interacts with","KRAS (interacts with)  SEC61B","false","interacts with","KRAS (interacts with)  SEC61B"
"interacts with","KRAS (interacts with)  SLC7A1","false","interacts with","KRAS (interacts with)  SLC7A1"
"interacts with","KRAS (interacts with)  RASSF2","false","interacts with","KRAS (interacts with)  RASSF2"
"interacts with","KRAS (interacts with)  TMEM165","false","interacts with","KRAS (interacts with)  TMEM165"
"interacts with","KRAS (interacts with)  SLC6A9","false","interacts with","KRAS (interacts with)  SLC6A9"
"interacts with","KRAS (interacts with)  ITM2B","false","interacts with","KRAS (interacts with)  ITM2B"
"interacts with","KRAS (interacts with)  IL24","false","interacts with","KRAS (interacts with)  IL24"
"interacts with","KRAS (interacts with)  KIAA0319L","false","interacts with","KRAS (interacts with)  KIAA0319L"
"interacts with","KRAS (interacts with)  SCAMP1","false","interacts with","KRAS (interacts with)  SCAMP1"
"interacts with","KRAS (interacts with)  ARF6","false","interacts with","KRAS (interacts with)  ARF6"
"interacts with","KRAS (interacts with)  IRS4","false","interacts with","KRAS (interacts with)  IRS4"
"interacts with","KRAS (interacts with)  EIF2S3","false","interacts with","KRAS (interacts with)  EIF2S3"
"interacts with","KRAS (interacts with)  SPRY4","false","interacts with","KRAS (interacts with)  SPRY4"
"interacts with","KRAS (interacts with)  CDC42EP1","false","interacts with","KRAS (interacts with)  CDC42EP1"
"interacts with","KRAS (interacts with)  KTN1","false","interacts with","KRAS (interacts with)  KTN1"
"interacts with","KRAS (interacts with)  G3V3Y1","false","interacts with","KRAS (interacts with)  G3V3Y1"
"interacts with","KRAS (interacts with)  WDR6","false","interacts with","KRAS (interacts with)  WDR6"
"interacts with","KRAS (interacts with)  COLEC10","false","interacts with","KRAS (interacts with)  COLEC10"
"interacts with","KRAS (interacts with)  FLOT1","false","interacts with","KRAS (interacts with)  FLOT1"
"interacts with","KRAS (interacts with)  BCAS3","false","interacts with","KRAS (interacts with)  BCAS3"
"interacts with","KRAS (interacts with)  ESYT1","false","interacts with","KRAS (interacts with)  ESYT1"
"interacts with","KRAS (interacts with)  EMD","false","interacts with","KRAS (interacts with)  EMD"
"interacts with","KRAS (interacts with)  MVB12A","false","interacts with","KRAS (interacts with)  MVB12A"
"interacts with","KRAS (interacts with)  SLC39A6","false","interacts with","KRAS (interacts with)  SLC39A6"
"interacts with","KRAS (interacts with)  STX17","false","interacts with","KRAS (interacts with)  STX17"
"interacts with","KRAS (interacts with)  SLC6A15","false","interacts with","KRAS (interacts with)  SLC6A15"
"interacts with","KRAS (interacts with)  QDPR","false","interacts with","KRAS (interacts with)  QDPR"
"interacts with","KRAS (interacts with)  SLC6A8","false","interacts with","KRAS (interacts with)  SLC6A8"
"interacts with","KRAS (interacts with)  ATP1A1","false","interacts with","KRAS (interacts with)  ATP1A1"
"interacts with","KRAS (interacts with)  ROR1","false","interacts with","KRAS (interacts with)  ROR1"
"interacts with","KRAS (interacts with)  TMEM199","false","interacts with","KRAS (interacts with)  TMEM199"
"interacts with","KRAS (interacts with)  APP","false","interacts with","KRAS (interacts with)  APP"
"interacts with","KRAS (interacts with)  MAP4K4","false","interacts with","KRAS (interacts with)  MAP4K4"
"interacts with","KRAS (interacts with)  NHSL3","false","interacts with","KRAS (interacts with)  NHSL3"
"interacts with","KRAS (interacts with)  MARCKSL1","false","interacts with","KRAS (interacts with)  MARCKSL1"
"interacts with","KRAS (interacts with)  ARFGAP1","false","interacts with","KRAS (interacts with)  ARFGAP1"
"interacts with","KRAS (interacts with)  Q86YQ8","false","interacts with","KRAS (interacts with)  Q86YQ8"
"interacts with","KRAS (interacts with)  VAMP2","false","interacts with","KRAS (interacts with)  VAMP2"
"interacts with","KRAS (interacts with)  MED4","false","interacts with","KRAS (interacts with)  MED4"
"interacts with","KRAS (interacts with)  SNAP47","false","interacts with","KRAS (interacts with)  SNAP47"
"interacts with","KRAS (interacts with)  PRXL2A","false","interacts with","KRAS (interacts with)  PRXL2A"
"interacts with","KRAS (interacts with)  RALA","false","interacts with","KRAS (interacts with)  RALA"
"interacts with","KRAS (interacts with)  DHRS7","false","interacts with","KRAS (interacts with)  DHRS7"
"interacts with","KRAS (interacts with)  TMEM109","false","interacts with","KRAS (interacts with)  TMEM109"
"interacts with","KRAS (interacts with)  GOSR2","false","interacts with","KRAS (interacts with)  GOSR2"
"interacts with","KRAS (interacts with)  OSBPL8","false","interacts with","KRAS (interacts with)  OSBPL8"
